date,year,month,area_t0,area_t005,area_t0_norm,area_t005_norm,area_veg,ndbi_mean,ndbi_std,ndvi_mean
2023-11-10,2023,11,326.2,193.0,394.5,291.5,74.2,0.0267,0.0793,0.165
2023-12-22,2023,12,356.6,205.6,411.3,288.1,51.3,0.0269,0.08,0.1384
2023-12-30,2023,12,351.0,204.9,411.9,295.7,44.4,0.0202,0.0845,0.1241
2024-01-21,2024,1,425.8,259.4,414.6,292.5,29.0,0.0387,0.0697,0.1089
2024-03-04,2024,3,59.9,17.6,460.2,337.8,0.0,-0.0938,0.0878,0.0137
2024-03-16,2024,3,381.4,244.6,408.5,300.7,73.2,0.0378,0.0816,0.158
2024-03-24,2024,3,394.5,238.7,417.8,318.2,65.0,0.0315,0.0787,0.1535
2024-03-31,2024,3,352.9,218.2,410.1,323.1,91.0,0.0229,0.0916,0.1745
2024-04-18,2024,4,299.6,219.2,401.2,330.7,153.8,0.0246,0.1041,0.217
2024-04-23,2024,4,284.1,184.6,397.0,316.0,114.6,0.015,0.0947,0.1976
2024-05-13,2024,5,277.4,198.8,403.2,331.6,163.7,0.0246,0.1083,0.2232
2024-05-30,2024,5,241.9,152.9,388.8,315.8,191.2,0.0033,0.0962,0.2387
2024-06-02,2024,6,292.0,221.3,410.0,331.8,156.6,0.0412,0.1052,0.2194
2024-06-04,2024,6,273.0,196.1,389.1,314.8,184.5,0.0244,0.0966,0.2277
2024-06-07,2024,6,300.2,247.8,408.4,325.4,163.4,0.0574,0.1029,0.2188
2024-06-12,2024,6,327.8,273.8,409.6,329.6,137.9,0.0632,0.1009,0.2019
2024-06-14,2024,6,271.3,183.2,392.0,314.7,174.5,0.019,0.0944,0.2241
2024-06-17,2024,6,312.2,262.5,410.0,326.0,156.9,0.065,0.1039,0.2125
2024-06-19,2024,6,327.2,251.8,396.0,318.6,132.8,0.0416,0.0887,0.1966
2024-06-22,2024,6,344.6,287.7,412.8,329.5,122.6,0.0658,0.1,0.1921
2024-06-27,2024,6,324.2,270.2,410.7,326.2,143.4,0.0655,0.0994,0.2054
2024-06-29,2024,6,325.5,228.1,395.6,318.9,130.8,0.0338,0.0807,0.1953
2024-07-02,2024,7,302.4,220.0,413.0,329.5,136.3,0.0374,0.1005,0.2067
2024-07-04,2024,7,288.9,190.4,396.2,318.6,150.6,0.0213,0.0883,0.2099
2024-07-07,2024,7,331.7,264.8,413.7,326.0,129.0,0.0584,0.1018,0.1961
2024-07-17,2024,7,341.7,284.2,413.8,323.8,126.3,0.0672,0.1035,0.1924
2024-07-22,2024,7,327.2,257.5,415.4,326.6,128.8,0.0531,0.1013,0.198
2024-07-24,2024,7,325.3,250.5,398.6,318.1,134.8,0.0438,0.0905,0.1978
2024-07-27,2024,7,333.6,279.9,414.0,324.4,132.3,0.0675,0.1005,0.1987
2024-07-29,2024,7,329.4,234.8,402.2,321.6,116.7,0.0345,0.0848,0.1914
2024-08-03,2024,8,377.1,270.1,401.3,320.7,74.7,0.0431,0.074,0.1716
2024-08-06,2024,8,325.7,252.8,413.2,324.0,127.2,0.0517,0.0971,0.1978
2024-08-08,2024,8,338.1,226.1,404.3,322.2,101.0,0.0313,0.0814,0.1865
2024-08-11,2024,8,316.0,226.8,413.5,326.4,122.3,0.0353,0.094,0.1982
2024-08-21,2024,8,327.8,230.1,410.4,323.9,112.7,0.0368,0.0885,0.1923
2024-08-31,2024,8,335.5,238.5,410.2,322.1,103.2,0.0355,0.086,0.1871
2024-09-02,2024,9,304.8,174.2,402.5,317.9,104.2,0.0173,0.0824,0.1919
2024-09-05,2024,9,332.8,214.2,409.2,321.6,89.9,0.0287,0.0781,0.185
2024-09-07,2024,9,281.0,147.5,405.9,319.2,108.0,0.0061,0.086,0.1964
2024-09-10,2024,9,323.8,211.2,410.1,321.5,103.7,0.0264,0.0866,0.1891
2024-09-15,2024,9,371.7,223.2,408.9,321.2,59.6,0.0307,0.0709,0.1661
2024-09-20,2024,9,329.8,238.4,408.0,317.0,114.1,0.0383,0.0885,0.1903
2024-09-25,2024,9,342.0,259.9,406.6,317.0,110.4,0.0474,0.087,0.1882
2024-10-07,2024,10,324.3,238.2,397.3,309.4,118.6,0.0388,0.0917,0.1903
2024-10-17,2024,10,254.9,145.1,394.6,309.6,131.5,0.0,0.0974,0.2061
2024-10-20,2024,10,286.9,172.2,399.1,309.0,113.5,0.0122,0.0934,0.1928
2024-11-09,2024,11,322.4,188.0,397.5,294.8,74.7,0.0191,0.0823,0.1609
2024-11-24,2024,11,338.1,216.5,401.1,286.9,76.9,0.036,0.084,0.1638
2024-12-21,2024,12,18.9,7.4,319.2,248.1,0.8,-0.2752,0.1876,0.0446
2024-12-24,2024,12,136.1,56.0,338.6,275.4,3.3,-0.1217,0.1792,0.0768
2025-01-10,2025,1,413.2,279.2,396.4,274.8,36.2,0.051,0.076,0.1262
2025-01-13,2025,1,426.7,317.6,401.4,273.9,44.0,0.0689,0.0775,0.1352
2025-02-02,2025,2,491.6,356.4,405.2,276.8,11.3,0.0643,0.0618,0.0961
2025-03-01,2025,3,414.3,247.0,400.1,287.0,41.9,0.0397,0.0686,0.1344
2025-03-04,2025,3,0.7,0.4,290.1,203.5,0.2,-0.465,0.158,0.0456
2025-03-14,2025,3,482.2,385.2,411.5,297.4,32.8,0.0726,0.0674,0.1176
2025-03-16,2025,3,434.6,306.0,408.3,296.2,49.8,0.0535,0.0718,0.1381
2025-03-19,2025,3,391.1,264.4,410.9,298.6,70.9,0.0446,0.0797,0.1567
2025-03-21,2025,3,433.6,317.1,408.0,300.7,57.1,0.0557,0.0701,0.1454
2025-03-31,2025,3,313.4,182.2,403.5,311.9,106.9,0.0196,0.0852,0.1924
2025-04-08,2025,4,299.5,196.9,397.5,322.6,136.4,0.0176,0.0926,0.2064
2025-04-10,2025,4,272.6,188.3,392.8,316.7,178.6,0.0152,0.1002,0.2326
2025-05-03,2025,5,282.5,203.4,403.0,323.1,166.4,0.0269,0.0962,0.2262
2025-05-05,2025,5,266.0,190.0,400.5,321.8,180.4,0.0241,0.101,0.2354
2025-05-10,2025,5,284.0,186.8,416.7,340.2,125.8,0.0147,0.0919,0.1821
2025-05-13,2025,5,310.9,244.7,403.5,322.4,147.1,0.0452,0.0947,0.2128
2025-05-15,2025,5,259.0,158.3,392.5,312.7,165.8,0.0078,0.0908,0.2242
2025-05-20,2025,5,278.0,172.6,395.1,314.4,157.6,0.0159,0.0861,0.2181
2025-05-22,2025,5,298.9,204.8,394.1,313.7,154.2,0.0309,0.0863,0.2105
2025-05-25,2025,5,321.7,219.4,403.9,319.6,116.4,0.0352,0.081,0.1974
2025-05-28,2025,5,293.4,236.0,402.5,318.2,165.0,0.0474,0.1122,0.2201
2025-06-02,2025,6,318.1,264.4,407.8,322.5,142.7,0.0604,0.1021,0.2089
2025-06-04,2025,6,282.9,189.6,393.4,312.7,161.2,0.0213,0.0934,0.2165
2025-06-11,2025,6,357.6,276.1,390.9,312.2,95.9,0.0498,0.0773,0.1824
2025-06-14,2025,6,323.0,267.6,408.3,319.2,138.8,0.067,0.103,0.2053
2025-06-17,2025,6,334.9,272.9,409.6,318.8,126.9,0.0643,0.1011,0.1974
2025-06-22,2025,6,328.2,268.2,412.4,323.0,134.7,0.0628,0.0947,0.2027
2025-06-24,2025,6,315.0,207.3,397.9,313.0,129.4,0.0304,0.0819,0.1974
2025-06-27,2025,6,324.5,233.9,413.4,319.8,114.4,0.0432,0.0961,0.1938
2025-06-29,2025,6,314.0,212.3,401.1,317.9,135.8,0.0333,0.082,0.2009
2025-07-01,2025,7,314.0,217.0,400.8,314.8,139.5,0.0356,0.0857,0.2006
2025-07-02,2025,7,360.8,295.6,416.1,323.4,107.1,0.0664,0.0892,0.1851
2025-07-07,2025,7,365.6,276.8,413.4,321.2,93.6,0.0549,0.082,0.1789
2025-07-12,2025,7,364.6,287.6,416.4,324.7,97.9,0.059,0.0873,0.1832
2025-07-14,2025,7,363.8,238.8,403.7,317.6,80.4,0.0347,0.0745,0.1725
2025-07-17,2025,7,356.0,269.9,414.3,322.0,100.7,0.0536,0.0906,0.1832
2025-07-19,2025,7,365.8,244.2,406.9,322.0,84.0,0.0369,0.0725,0.1758
2025-07-21,2025,7,403.3,283.8,406.2,320.1,63.7,0.046,0.0689,0.1609
2025-07-22,2025,7,385.0,310.7,417.6,326.3,85.5,0.0632,0.0806,0.1741
2025-07-24,2025,7,374.3,270.3,419.4,321.4,82.6,0.0513,0.0817,0.1755
2025-07-29,2025,7,407.3,286.8,409.4,322.8,61.5,0.0471,0.0685,0.161
2025-08-01,2025,8,405.2,336.8,420.2,324.2,78.7,0.0704,0.0818,0.164
2025-08-03,2025,8,387.9,268.9,409.8,319.5,71.1,0.0436,0.0777,0.1637
2025-08-06,2025,8,377.4,267.8,420.1,322.1,82.0,0.0487,0.0865,0.1701
2025-08-08,2025,8,378.5,235.7,412.0,320.3,70.2,0.0355,0.0735,0.1677
2025-08-10,2025,8,421.0,305.0,410.8,317.6,57.2,0.0519,0.0714,0.1534
2025-08-13,2025,8,430.8,304.8,412.1,321.2,51.1,0.0501,0.0703,0.148
2025-08-16,2025,8,387.5,259.7,416.7,321.2,65.5,0.0417,0.0777,0.1617
2025-08-18,2025,8,369.4,226.1,414.3,319.3,74.2,0.0339,0.0751,0.1702
2025-08-21,2025,8,392.6,294.0,420.9,323.5,76.5,0.053,0.078,0.1698
2025-08-26,2025,8,381.9,245.3,418.5,320.4,71.0,0.0387,0.0748,0.1648
2025-08-28,2025,8,401.9,245.2,415.0,321.2,55.5,0.037,0.0688,0.1569
2025-08-30,2025,8,414.4,261.5,413.5,320.5,49.9,0.0403,0.069,0.1514
2025-08-31,2025,8,388.3,280.8,422.1,322.4,77.9,0.0494,0.0775,0.1686
2025-09-05,2025,9,408.3,165.8,418.9,323.8,22.8,0.0211,0.0561,0.1366
2025-09-10,2025,9,409.7,339.3,420.0,319.7,75.3,0.0692,0.0773,0.1644
2025-09-12,2025,9,394.9,234.3,415.1,319.6,54.4,0.0335,0.0698,0.1569
2025-09-15,2025,9,452.5,277.5,421.3,323.4,29.6,0.0417,0.0622,0.1307
2025-09-19,2025,9,372.6,237.5,406.8,314.0,64.2,0.0344,0.0755,0.163
2025-09-20,2025,9,359.7,266.5,412.4,315.4,94.5,0.049,0.0829,0.1813
2025-09-25,2025,9,392.5,223.9,413.0,317.2,47.5,0.0297,0.0681,0.1502
2025-09-27,2025,9,422.4,257.6,412.4,317.6,45.4,0.0385,0.0643,0.1463
2025-10-10,2025,10,440.0,251.6,419.4,320.1,22.1,0.0346,0.0621,0.1255
2025-10-15,2025,10,366.6,184.1,419.8,315.1,34.8,0.0167,0.0708,0.138
2025-10-17,2025,10,437.5,216.3,418.2,317.5,16.4,0.0292,0.0574,0.1204
2025-10-20,2025,10,463.8,297.4,422.0,316.4,23.2,0.0458,0.0611,0.1266
2025-10-22,2025,10,424.8,232.5,419.4,315.6,21.6,0.03,0.0647,0.1209
2025-10-27,2025,10,474.0,328.3,418.3,309.9,23.3,0.0532,0.063,0.1172
2025-10-29,2025,10,425.3,308.4,400.5,298.8,41.7,0.0533,0.0785,0.1283
2025-10-30,2025,10,404.4,278.8,406.5,295.7,44.8,0.0482,0.0759,0.1413
2025-11-09,2025,11,418.6,290.6,402.4,294.6,38.3,0.0492,0.0741,0.1317
2025-11-11,2025,11,390.0,210.1,403.4,300.0,13.6,0.0228,0.0722,0.0991
2025-11-18,2025,11,452.3,271.8,404.3,293.6,15.4,0.0433,0.0623,0.1067
2025-11-19,2025,11,432.5,256.1,397.2,284.2,2.9,0.0359,0.0638,0.0716
2025-11-21,2025,11,394.6,174.4,411.3,295.6,3.1,0.0181,0.0608,0.0767
2025-11-24,2025,11,356.6,163.1,409.0,287.9,8.3,0.011,0.0697,0.0912
2025-11-26,2025,11,419.6,229.4,407.3,289.9,9.3,0.0308,0.0657,0.1009
2025-11-29,2025,11,431.1,229.4,417.0,287.9,4.2,0.031,0.0614,0.0836
2025-12-01,2025,12,341.7,126.6,415.0,293.9,0.8,0.0035,0.0646,0.0687
2025-12-19,2025,12,0.9,0.7,314.7,197.7,0.0,-0.4756,0.1234,0.0103
2026-01-03,2026,1,426.2,289.0,397.2,266.4,19.0,0.0548,0.0787,0.0974
2026-01-23,2026,1,0.0,0.0,427.9,262.5,0.0,-0.7619,0.0468,0.0031
2026-02-04,2026,2,425.7,283.9,395.4,264.6,29.4,0.0573,0.0763,0.1218
2026-02-19,2026,2,456.9,326.8,397.7,271.4,31.6,0.0639,0.0724,0.1136
2026-02-22,2026,2,421.2,279.4,401.8,276.3,43.2,0.0523,0.0758,0.1295
2026-02-27,2026,2,437.7,347.4,402.6,283.8,52.6,0.0733,0.0837,0.1322
2026-03-01,2026,3,444.6,281.4,400.8,286.7,22.8,0.0457,0.0707,0.1179
2026-03-16,2026,3,463.2,332.2,402.8,292.9,35.2,0.0578,0.0695,0.1234
2026-03-21,2026,3,422.5,312.2,405.3,297.2,58.8,0.0563,0.0808,0.1439
2026-03-24,2026,3,410.0,292.5,403.4,294.3,60.6,0.0526,0.0856,0.1447
2026-03-31,2026,3,382.2,294.8,400.0,304.9,89.0,0.0569,0.0885,0.1689
2026-04-10,2026,4,265.7,179.8,388.1,308.5,173.6,0.0137,0.1078,0.2277
2026-04-13,2026,4,261.8,174.8,396.8,318.4,171.2,0.0088,0.1087,0.2286
